"CNES","VINC_SUS","TPGESTAO","QTLEITP1","QTLEITP2","CODUFMUN","DT_ATUAL","COMPETEN","CNES_integer","FANTASIA","munResStatus","munResTipo","munResNome","munResUf","munResLat","munResLon","munResAlt","munResArea","CODESTAB","ano","mes","mes.nasc","Ano.nasc","dia","datacompleta"
"2265052","Sim","Municipal",37,27,"431490","201805","201810","2265052","HOSPITAL FEMINA SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265052","2018","10","10","2018","31",2018-10-31
"2265060","Sim","Municipal",188,9,"431490","201807","201810","2265060","HOSPITAL CRISTO REDENTOR SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265060","2018","10","10","2018","31",2018-10-31
"2693801","Sim","Municipal",29,328,"431490","201809","201810","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2693801","2018","10","10","2018","31",2018-10-31
"2778718","Sim","Municipal",74,5,"431490","201810","201810","2778718","HPS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2778718","2018","10","10","2018","31",2018-10-31
"3006522","Sim","Municipal",151,165,"431490","201808","201810","3006522","HOSPITAL MOINHOS DE VENTO","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3006522","2018","10","10","2018","31",2018-10-31
"3007847","Sim","Municipal",162,58,"431490","201811","201810","3007847","HOSPITAL MAE DE DEUS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3007847","2018","10","10","2018","31",2018-10-31
"3567664","Sim","Municipal",100,110,"431490","201809","201810","3567664","HOSPITAL ERNESTO DORNELLES","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3567664","2018","10","10","2018","31",2018-10-31
"5026253","Não","Municipal",36,110,"431490","201805","201810","5026253","HOSPITAL PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5026253","2018","10","10","2018","31",2018-10-31
"5029880","Não","Municipal",2,0,"431490","201101","201810","5029880","DIAGLASER","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5029880","2018","10","10","2018","31",2018-10-31
"6295320","Sim","Municipal",1,209,"431490","201811","201810","6295320","AESC HOSPITAL SANTA ANA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"6295320","2018","10","10","2018","31",2018-10-31
"7092571","Sim","Municipal",85,5,"431490","201805","201810","7092571","HOSPITAL INDEPENDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7092571","2018","10","10","2018","31",2018-10-31
"7349165","Não","Municipal",15,0,"431490","201602","201810","7349165","CENTRO DE OLHOS HOSPITAL DIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7349165","2018","10","10","2018","31",2018-10-31
"9570047","Não","Municipal",5,0,"431490","201808","201810","9570047","HOSPITAL BDW","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"9570047","2018","10","10","2018","31",2018-10-31
"2237156","Não","Municipal",54,28,"431490","201811","201811","2237156","HBMPA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237156","2018","11","11","2018","31",
"2237253","Sim","Municipal",354,297,"431490","201811","201811","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237253","2018","11","11","2018","31",
"2237261","Sim","Municipal",51,68,"431490","201810","201811","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237261","2018","11","11","2018","31",
"2237571","Sim","Municipal",207,357,"431490","201811","201811","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237571","2018","11","11","2018","31",
"2237598","Sim","Municipal",67,35,"431490","201811","201811","2237598","HOSPITAL DIVINA PROVIDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237598","2018","11","11","2018","31",
"2237601","Sim","Municipal",182,359,"431490","201810","201811","2237601","HOSPITAL DE CLINICAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237601","2018","11","11","2018","31",
"2237822","Sim","Municipal",8,1,"431490","201812","201811","2237822","HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237822","2018","11","11","2018","31",
"2237849","Sim","Municipal",159,105,"431490","201810","201811","2237849","INSTITUTO DE CARDIOLOGIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237849","2018","11","11","2018","31",
"2237881","Sim","Municipal",16,4,"431490","201811","201811","2237881","HOSPITAL BANCO DE OLHOS DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237881","2018","11","11","2018","31",
"2262568","Sim","Municipal",176,188,"431490","201811","201811","2262568","HOSPITAL SAO LUCAS DA PUCRS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2262568","2018","11","11","2018","31",
"2265052","Sim","Municipal",37,27,"431490","201811","201811","2265052","HOSPITAL FEMINA SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265052","2018","11","11","2018","31",
"2265060","Sim","Municipal",188,9,"431490","201811","201811","2265060","HOSPITAL CRISTO REDENTOR SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265060","2018","11","11","2018","31",
"2693801","Sim","Municipal",29,328,"431490","201812","201811","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2693801","2018","11","11","2018","31",
"2778718","Sim","Municipal",74,5,"431490","201811","201811","2778718","HPS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2778718","2018","11","11","2018","31",
"3006522","Sim","Municipal",151,165,"431490","201808","201811","3006522","HOSPITAL MOINHOS DE VENTO","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3006522","2018","11","11","2018","31",
"3007847","Sim","Municipal",162,58,"431490","201811","201811","3007847","HOSPITAL MAE DE DEUS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3007847","2018","11","11","2018","31",
"3567664","Sim","Municipal",100,110,"431490","201809","201811","3567664","HOSPITAL ERNESTO DORNELLES","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3567664","2018","11","11","2018","31",
"5026253","Não","Municipal",36,110,"431490","201805","201811","5026253","HOSPITAL PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5026253","2018","11","11","2018","31",
"5029880","Não","Municipal",2,0,"431490","201101","201811","5029880","DIAGLASER","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5029880","2018","11","11","2018","31",
"6295320","Sim","Municipal",1,209,"431490","201811","201811","6295320","AESC HOSPITAL SANTA ANA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"6295320","2018","11","11","2018","31",
"7092571","Sim","Municipal",85,5,"431490","201805","201811","7092571","HOSPITAL INDEPENDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7092571","2018","11","11","2018","31",
"7349165","Não","Municipal",15,0,"431490","201602","201811","7349165","CENTRO DE OLHOS HOSPITAL DIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7349165","2018","11","11","2018","31",
"7513151","Sim","Municipal",4,91,"431490","201812","201811","7513151","HOSPITAL RESTINGA E EXTREMO SUL","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7513151","2018","11","11","2018","31",
"9570047","Não","Municipal",5,0,"431490","201811","201811","9570047","HOSPITAL BDW","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"9570047","2018","11","11","2018","31",
"2237156","Não","Municipal",54,28,"431490","201812","201812","2237156","HBMPA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237156","2018","12","12","2018","31",2018-12-31
"2237253","Sim","Municipal",355,297,"431490","201812","201812","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237253","2018","12","12","2018","31",2018-12-31
"2237261","Sim","Municipal",51,68,"431490","201901","201812","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237261","2018","12","12","2018","31",2018-12-31
"2237571","Sim","Municipal",207,357,"431490","201812","201812","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237571","2018","12","12","2018","31",2018-12-31
"2237598","Sim","Municipal",67,35,"431490","201812","201812","2237598","HOSPITAL DIVINA PROVIDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237598","2018","12","12","2018","31",2018-12-31
"2237601","Sim","Municipal",182,359,"431490","201810","201812","2237601","HOSPITAL DE CLINICAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237601","2018","12","12","2018","31",2018-12-31
"2237822","Sim","Municipal",8,1,"431490","201901","201812","2237822","HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237822","2018","12","12","2018","31",2018-12-31
"2237849","Sim","Municipal",159,105,"431490","201810","201812","2237849","INSTITUTO DE CARDIOLOGIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237849","2018","12","12","2018","31",2018-12-31
"2237881","Sim","Municipal",16,4,"431490","201811","201812","2237881","HOSPITAL BANCO DE OLHOS DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237881","2018","12","12","2018","31",2018-12-31
"2262568","Sim","Municipal",176,188,"431490","201811","201812","2262568","HOSPITAL SAO LUCAS DA PUCRS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2262568","2018","12","12","2018","31",2018-12-31
"2265052","Sim","Municipal",37,27,"431490","201812","201812","2265052","HOSPITAL FEMINA SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265052","2018","12","12","2018","31",2018-12-31
"2265060","Sim","Municipal",188,9,"431490","201811","201812","2265060","HOSPITAL CRISTO REDENTOR SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265060","2018","12","12","2018","31",2018-12-31
"2693801","Sim","Municipal",29,328,"431490","201809","201812","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2693801","2018","12","12","2018","31",2018-12-31
"2778718","Sim","Municipal",74,5,"431490","201811","201812","2778718","HPS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2778718","2018","12","12","2018","31",2018-12-31
"3006522","Sim","Municipal",151,165,"431490","201812","201812","3006522","HOSPITAL MOINHOS DE VENTO","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3006522","2018","12","12","2018","31",2018-12-31
"3007847","Sim","Municipal",162,58,"431490","201812","201812","3007847","HOSPITAL MAE DE DEUS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3007847","2018","12","12","2018","31",2018-12-31
"3567664","Sim","Municipal",100,110,"431490","201809","201812","3567664","HOSPITAL ERNESTO DORNELLES","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3567664","2018","12","12","2018","31",2018-12-31
"5026253","Não","Municipal",36,110,"431490","201805","201812","5026253","HOSPITAL PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5026253","2018","12","12","2018","31",2018-12-31
"5029880","Não","Municipal",2,0,"431490","201101","201812","5029880","DIAGLASER","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5029880","2018","12","12","2018","31",2018-12-31
"6295320","Sim","Municipal",1,209,"431490","201812","201812","6295320","AESC HOSPITAL SANTA ANA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"6295320","2018","12","12","2018","31",2018-12-31
"7092571","Sim","Municipal",85,5,"431490","201805","201812","7092571","HOSPITAL INDEPENDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7092571","2018","12","12","2018","31",2018-12-31
"7349165","Não","Municipal",15,0,"431490","201602","201812","7349165","CENTRO DE OLHOS HOSPITAL DIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7349165","2018","12","12","2018","31",2018-12-31
"7513151","Sim","Municipal",4,85,"431490","201812","201812","7513151","HOSPITAL RESTINGA E EXTREMO SUL","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7513151","2018","12","12","2018","31",2018-12-31
"9570047","Não","Municipal",5,0,"431490","201811","201812","9570047","HOSPITAL BDW","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"9570047","2018","12","12","2018","31",2018-12-31
"2237156","Não","Municipal",54,28,"431490","201812","201901","2237156","HBMPA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237156","2019","01","01","2019","31",2019-01-31
"2237253","Sim","Municipal",355,297,"431490","201902","201901","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237253","2019","01","01","2019","31",2019-01-31
"2237261","Sim","Municipal",51,68,"431490","201901","201901","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237261","2019","01","01","2019","31",2019-01-31
"2237571","Sim","Municipal",207,357,"431490","201812","201901","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237571","2019","01","01","2019","31",2019-01-31
"2237598","Sim","Municipal",67,35,"431490","201812","201901","2237598","HOSPITAL DIVINA PROVIDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237598","2019","01","01","2019","31",2019-01-31
"2237601","Sim","Municipal",182,359,"431490","201902","201901","2237601","HOSPITAL DE CLINICAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237601","2019","01","01","2019","31",2019-01-31
"2237822","Sim","Municipal",8,1,"431490","201901","201901","2237822","HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237822","2019","01","01","2019","31",2019-01-31
"2237849","Sim","Municipal",159,105,"431490","201810","201901","2237849","INSTITUTO DE CARDIOLOGIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237849","2019","01","01","2019","31",2019-01-31
"2237881","Sim","Municipal",16,4,"431490","201811","201901","2237881","HOSPITAL BANCO DE OLHOS DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237881","2019","01","01","2019","31",2019-01-31
"2262568","Sim","Municipal",176,188,"431490","201811","201901","2262568","HOSPITAL SAO LUCAS DA PUCRS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2262568","2019","01","01","2019","31",2019-01-31
"2265052","Sim","Municipal",37,27,"431490","201812","201901","2265052","HOSPITAL FEMINA SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265052","2019","01","01","2019","31",2019-01-31
"2265060","Sim","Municipal",188,9,"431490","201811","201901","2265060","HOSPITAL CRISTO REDENTOR SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265060","2019","01","01","2019","31",2019-01-31
"2693801","Sim","Municipal",29,328,"431490","201809","201901","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2693801","2019","01","01","2019","31",2019-01-31
"2778718","Sim","Municipal",74,5,"431490","201811","201901","2778718","HPS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2778718","2019","01","01","2019","31",2019-01-31
"3006522","Sim","Municipal",151,165,"431490","201812","201901","3006522","HOSPITAL MOINHOS DE VENTO","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3006522","2019","01","01","2019","31",2019-01-31
"3007847","Sim","Municipal",162,58,"431490","201901","201901","3007847","HOSPITAL MAE DE DEUS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3007847","2019","01","01","2019","31",2019-01-31
"3567664","Sim","Municipal",100,110,"431490","201901","201901","3567664","HOSPITAL ERNESTO DORNELLES","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3567664","2019","01","01","2019","31",2019-01-31
"5026253","Não","Municipal",36,110,"431490","201805","201901","5026253","HOSPITAL PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5026253","2019","01","01","2019","31",2019-01-31
"5029880","Não","Municipal",2,0,"431490","201101","201901","5029880","DIAGLASER","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5029880","2019","01","01","2019","31",2019-01-31
"6295320","Sim","Municipal",1,209,"431490","201902","201901","6295320","AESC HOSPITAL SANTA ANA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"6295320","2019","01","01","2019","31",2019-01-31
"7092571","Sim","Municipal",85,5,"431490","201805","201901","7092571","HOSPITAL INDEPENDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7092571","2019","01","01","2019","31",2019-01-31
"7349165","Não","Municipal",15,0,"431490","201602","201901","7349165","CENTRO DE OLHOS HOSPITAL DIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7349165","2019","01","01","2019","31",2019-01-31
"7513151","Sim","Municipal",4,85,"431490","201812","201901","7513151","HOSPITAL RESTINGA E EXTREMO SUL","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7513151","2019","01","01","2019","31",2019-01-31
"9570047","Não","Municipal",5,0,"431490","201811","201901","9570047","HOSPITAL BDW","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"9570047","2019","01","01","2019","31",2019-01-31
"2237156","Não","Municipal",54,28,"431490","201812","201902","2237156","HBMPA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237156","2019","02","02","2019","31",
"2237253","Sim","Municipal",355,297,"431490","201902","201902","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237253","2019","02","02","2019","31",
"2237261","Sim","Municipal",51,68,"431490","201902","201902","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237261","2019","02","02","2019","31",
"2237571","Sim","Municipal",207,357,"431490","201812","201902","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237571","2019","02","02","2019","31",
"2237598","Sim","Municipal",67,35,"431490","201812","201902","2237598","HOSPITAL DIVINA PROVIDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237598","2019","02","02","2019","31",
"2237601","Sim","Municipal",182,359,"431490","201810","201902","2237601","HOSPITAL DE CLINICAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237601","2019","02","02","2019","31",
"2237822","Sim","Municipal",8,1,"431490","201902","201902","2237822","HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237822","2019","02","02","2019","31",
"2237849","Sim","Municipal",159,105,"431490","201810","201902","2237849","INSTITUTO DE CARDIOLOGIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237849","2019","02","02","2019","31",
"2237881","Sim","Municipal",16,4,"431490","201811","201902","2237881","HOSPITAL BANCO DE OLHOS DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237881","2019","02","02","2019","31",
"2262568","Sim","Municipal",176,188,"431490","201811","201902","2262568","HOSPITAL SAO LUCAS DA PUCRS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2262568","2019","02","02","2019","31",
"2265052","Sim","Municipal",37,27,"431490","201812","201902","2265052","HOSPITAL FEMINA SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265052","2019","02","02","2019","31",
"2265060","Sim","Municipal",188,9,"431490","201811","201902","2265060","HOSPITAL CRISTO REDENTOR SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2265060","2019","02","02","2019","31",
"2693801","Sim","Municipal",29,328,"431490","201809","201902","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2693801","2019","02","02","2019","31",
"2778718","Sim","Municipal",74,5,"431490","201811","201902","2778718","HPS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2778718","2019","02","02","2019","31",
"3006522","Sim","Municipal",151,165,"431490","201902","201902","3006522","HOSPITAL MOINHOS DE VENTO","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3006522","2019","02","02","2019","31",
"3007847","Sim","Municipal",162,58,"431490","201901","201902","3007847","HOSPITAL MAE DE DEUS","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3007847","2019","02","02","2019","31",
"3567664","Sim","Municipal",100,110,"431490","201809","201902","3567664","HOSPITAL ERNESTO DORNELLES","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"3567664","2019","02","02","2019","31",
"5026253","Não","Municipal",36,110,"431490","201805","201902","5026253","HOSPITAL PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5026253","2019","02","02","2019","31",
"5029880","Não","Municipal",2,0,"431490","201101","201902","5029880","DIAGLASER","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"5029880","2019","02","02","2019","31",
"6295320","Sim","Municipal",1,209,"431490","201902","201902","6295320","AESC HOSPITAL SANTA ANA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"6295320","2019","02","02","2019","31",
"7092571","Sim","Municipal",85,5,"431490","201805","201902","7092571","HOSPITAL INDEPENDENCIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7092571","2019","02","02","2019","31",
"7349165","Não","Municipal",15,0,"431490","201602","201902","7349165","CENTRO DE OLHOS HOSPITAL DIA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7349165","2019","02","02","2019","31",
"7513151","Sim","Municipal",4,85,"431490","201903","201902","7513151","HOSPITAL RESTINGA E EXTREMO SUL","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"7513151","2019","02","02","2019","31",
"9570047","Não","Municipal",5,0,"431490","201811","201902","9570047","HOSPITAL BDW","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"9570047","2019","02","02","2019","31",
"2237156","Não","Municipal",54,28,"431490","201812","201903","2237156","HBMPA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237156","2019","03","03","2019","31",2019-03-31
"2237253","Sim","Municipal",355,297,"431490","201902","201903","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237253","2019","03","03","2019","31",2019-03-31
"2237261","Sim","Municipal",51,68,"431490","201904","201903","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237261","2019","03","03","2019","31",2019-03-31
"2237571","Sim","Municipal",207,357,"431490","201812","201903","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","ATIVO","MUNIC","Porto Alegre","Rio Grande do Sul","-30.03004","-51.22866","42",496.682,"2237571","2019","03","03","2019","31",2019-03-31
